,city,lat,lng,country,Temperature,Humidity_pct,Cloudiness_pct,Windspeed
1783,Chita,52.0333,113.5,Russia,263.15,62.0,21.0,4.0
17149,Broxbourne,51.7495,-0.0216,United Kingdom,281.45,96.0,99.0,0.45
23089,Gerbstedt,51.6331,11.6167,Germany,277.4,82.0,99.0,0.45
11214,Bergkamen,51.6167,7.6333,Germany,278.59,87.0,0.0,3.09
5757,Caerphilly,51.578,-3.218,United Kingdom,280.93,89.0,51.0,0.89
2208,Gelsenkirchen,51.5167,7.1,Germany,279.29,81.0,62.0,1.83
2024,Chernihiv,51.5,31.3,Ukraine,270.75,97.0,100.0,9.28
11501,Chippenham,51.4585,-2.1158,United Kingdom,281.08,98.0,63.0,2.95
25700,Bierutów,51.1333,17.5333,Poland,272.95,93.0,90.0,1.54
10638,Langenfeld,51.1167,6.95,Germany,281.12,82.0,100.0,1.34
15558,Waldbröl,50.8789,7.615,Germany,277.62,78.0,92.0,1.34
15276,Hailsham,50.8647,0.2577,United Kingdom,281.71,92.0,71.0,0.45
13575,Arnstadt,50.8342,10.9464,Germany,274.51,87.0,0.0,3.6
21478,Zoutleeuw,50.8333,5.1036,Belgium,281.18,87.0,90.0,2.57
13964,Newport,50.701,-1.2883,United Kingdom,280.83,98.0,50.0,3.51
6257,Lambersart,50.65,3.025,France,280.71,93.0,0.0,2.57
21809,Ransbach-Baumbach,50.4661,7.7253,Germany,276.68,92.0,99.0,1.48
7577,Torpoint,50.376,-4.205,United Kingdom,280.28,96.0,6.0,1.34
23637,Bad Brückenau,50.3091,9.7871,Germany,275.36,83.0,99.0,1.1
11602,Vernon,50.267,-119.272,Canada,274.43,79.0,100.0,1.59
22363,Gerolstein,50.2239,6.6614,Germany,277.43,87.0,75.0,2.57
11999,Amursk,50.2167,136.9,Russia,243.48,86.0,29.0,2.33
24874,Chlumec nad Cidlinou,50.1545,15.4603,Czechia,275.61,75.0,0.0,0.51
12742,Obukhiv,50.1,30.6167,Ukraine,274.18,87.0,75.0,10.0
10704,Mikhaylovka,50.0667,43.2333,Russia,280.44,93.0,100.0,5.97
22677,Chibougamau,49.9167,-74.3667,Canada,273.15,55.0,1.0,2.06
22414,Neufchâteau,49.8411,5.4353,Belgium,281.15,87.0,90.0,2.57
16887,Horodok,49.7822,23.6436,Ukraine,274.17,85.0,98.0,9.83
25583,Chiny,49.7383,5.3433,Belgium,279.08,95.0,100.0,2.52
25425,Ledeč nad Sázavou,49.6952,15.2778,Czechia,275.61,75.0,0.0,0.51
11685,Přerov,49.4556,17.4511,Czechia,276.09,86.0,48.0,0.89
21669,Viechtach,49.0792,12.8847,Germany,273.26,73.0,100.0,2.24
10575,Rubizhne,49.0167,38.3667,Ukraine,280.85,89.0,100.0,6.59
17230,Markgröningen,48.9047,9.0808,Germany,280.21,83.0,100.0,1.75
17259,Skalica,48.85,17.2333,Slovakia,276.11,89.0,24.0,1.07
22936,Freyung,48.8075,13.5475,Germany,274.65,82.0,100.0,1.34
3620,Ingolstadt,48.7636,11.4261,Germany,278.73,81.0,100.0,2.06
24577,Haiterbach,48.5244,8.6503,Germany,280.64,79.0,100.0,0.89
23920,Žarnovica,48.4833,18.7167,Slovakia,277.08,78.0,4.0,2.68
14562,Vil’nohirs’k,48.4824,34.0189,Ukraine,277.84,95.0,100.0,5.75
15164,Günzburg,48.4525,10.2711,Germany,278.79,84.0,100.0,2.32
23796,Thannhausen,48.2667,10.4667,Germany,279.82,78.0,100.0,2.54
23987,Gammertingen,48.2494,9.2175,Germany,280.57,74.0,100.0,0.45
15617,Burghausen,48.1667,12.8333,Germany,278.97,88.0,100.0,0.89
14721,Šaľa,48.15,17.8833,Slovakia,278.52,78.0,40.0,2.51
19912,Kolárovo,47.9153,17.9972,Slovakia,278.35,81.0,0.0,1.03
21190,Picnic Point,47.8744,-122.3078,United States,294.71,83.0,20.0,2.57
11393,Bothell,47.7735,-122.2044,United States,279.42,87.0,90.0,3.6
15817,Göd,47.6906,19.1344,Hungary,277.79,81.0,0.0,2.06
24765,Jászfényszaru,47.5667,19.7167,Hungary,278.57,81.0,0.0,2.06
16222,Bad Säckingen,47.5533,7.9472,Germany,280.66,91.0,100.0,1.14
18411,Vyazemskiy,47.5333,134.75,Russia,247.75,83.0,4.0,4.65
7271,Arbon,47.5167,9.4333,Switzerland,279.31,93.0,75.0,1.54
20089,Tököl,47.3219,18.9619,Hungary,278.63,81.0,0.0,2.06
24908,Sennwald,47.2439,9.4768,Switzerland,277.17,84.0,100.0,2.52
12107,Moses Lake,47.128,-119.2761,United States,279.73,49.0,1.0,4.12
5354,Zalaegerszeg,46.8392,16.8511,Hungary,279.15,81.0,0.0,2.48
5402,Vaslui,46.6383,27.7292,Romania,280.04,75.0,0.0,6.69
8539,Ravne na Koroškem,46.5437,14.9642,Slovenia,277.57,93.0,100.0,0.99
4364,Bolzano,46.5,11.35,Italy,275.01,93.0,0.0,1.03
20116,Nagyatád,46.2294,17.3575,Hungary,280.11,81.0,0.0,2.28
8516,Škofja Loka,46.1655,14.3064,Slovenia,280.64,93.0,75.0,2.57
8853,Mirna,45.9553,15.0619,Slovenia,281.3,74.0,100.0,0.99
6997,Senta,45.9231,20.0731,Serbia,281.17,68.0,24.0,0.94
17675,Rosemère,45.6369,-73.8,Canada,273.4,64.0,20.0,5.66
2884,Vancouver,45.6366,-122.5967,United States,279.08,93.0,90.0,3.09
13279,Bourgoin-Jallieu,45.5861,5.2736,France,280.75,93.0,0.0,2.06
14259,Clarence-Rockland,45.4833,-75.2,Canada,275.81,48.0,1.0,4.12
16837,Breaza,45.1872,25.6622,Romania,277.59,98.0,15.0,15.2
16064,Băicoi,45.0453,25.8658,Romania,276.51,74.0,42.0,1.76
25847,Oak Park Heights,45.0324,-92.8099,United States,267.44,73.0,90.0,7.2
21770,Gaylord,45.0213,-84.6803,United States,276.57,33.0,1.0,8.75
11856,Shakopee,44.7744,-93.4764,United States,266.15,68.0,20.0,8.75
9057,Kovin,44.7475,20.9761,Serbia,280.32,76.0,0.0,3.09
23802,Fairfield,44.6372,-69.6751,United States,277.51,45.0,1.0,3.09
13894,La Teste-de-Buch,44.62,-1.1457,France,284.15,93.0,100.0,5.14
23457,Sturgis,44.411,-103.4975,United States,273.84,60.0,90.0,7.2
14081,Zheleznovodsk,44.1333,43.0333,Russia,281.15,66.0,98.0,2.0
1664,Florence,43.7714,11.2542,Italy,286.08,94.0,75.0,1.03
23627,Plymouth,43.7438,-71.7221,United States,276.79,60.0,90.0,3.6
25524,Shibetsu,43.6614,145.1314,Japan,260.89,88.0,75.0,4.34
17745,Zimnicea,43.6539,25.365,Romania,282.59,77.0,0.0,0.89
4911,Cannes,43.5513,7.0128,France,284.53,87.0,75.0,1.03
15509,Saco,43.539,-70.4624,United States,276.03,56.0,90.0,5.14
25343,Vienna,43.2344,-75.7777,United States,278.42,75.0,0.0,2.06
6593,La Valette-du-Var,43.1383,5.9831,France,286.02,82.0,90.0,4.63
18485,Glendale,43.1288,-87.9277,United States,294.83,24.0,1.0,2.57
13161,North Tonawanda,43.0457,-78.8659,United States,275.06,69.0,1.0,4.63
8913,Bojnik,43.0142,21.718,Serbia,282.99,66.0,0.0,1.03
14803,Bedford,42.9407,-71.5302,United States,281.08,97.0,99.0,4.97
15268,South Milwaukee,42.912,-87.8627,United States,273.24,86.0,90.0,6.17
12378,Oak Creek,42.8803,-87.9009,United States,273.24,86.0,90.0,6.17
19434,Lansing,42.5667,-76.5316,United States,274.03,60.0,75.0,9.26
25807,Deerfield,42.522,-72.6097,United States,273.78,93.0,90.0,6.17
8940,Encamp,42.5167,1.5667,Andorra,278.31,69.0,9.0,3.13
23746,Dalton,42.4795,-73.1533,United States,281.3,50.0,100.0,5.64
14530,Zion,42.4598,-87.8509,United States,273.63,86.0,90.0,4.63
5273,Malden,42.4305,-71.0576,United States,275.64,60.0,75.0,5.14
10074,Framingham,42.3085,-71.4368,United States,275.2,74.0,95.0,2.14
24268,Tsarevo,42.1708,27.8511,Bulgaria,282.15,93.0,0.0,3.09
18804,Lincolnwood,42.0054,-87.7329,United States,274.14,86.0,90.0,6.17
23681,Berkley,41.8349,-71.0754,United States,272.95,69.0,40.0,2.06
11485,Hokuto,41.8242,140.6531,Japan,264.28,90.0,98.0,7.11
1634,Poughkeepsie,41.6949,-73.921,United States,278.85,42.0,1.0,1.31
14763,Johnston,41.6857,-93.7173,United States,283.8,25.0,1.0,2.06
7370,Peshkopi,41.6831,20.4289,Albania,281.71,93.0,0.0,1.03
13680,New Milford,41.6043,-73.4213,United States,277.91,42.0,1.0,5.14
14411,Mirandela,41.4833,-7.1833,Portugal,278.71,99.0,100.0,0.68
21140,East Haddam,41.4798,-72.3943,United States,277.03,48.0,1.0,3.6
24856,Washingtonville,41.4296,-74.1578,United States,278.78,48.0,1.0,5.66
17862,Oil City,41.4282,-79.7035,United States,274.95,47.0,1.0,4.63
7789,Qax,41.4194,46.9181,Azerbaijan,283.15,50.0,40.0,4.12
2791,Hyesan,41.4,128.1833,"Korea, North",257.61,87.0,0.0,0.49
10867,Xiva,41.3783,60.3639,Uzbekistan,277.15,81.0,100.0,2.06
16419,Morris,41.3749,-88.4305,United States,277.22,49.0,1.0,6.17
20899,Didymóteicho,41.35,26.5,Greece,284.16,82.0,0.0,1.37
10936,Mutsu,41.2931,141.1831,Japan,267.04,78.0,100.0,3.58
10137,Penafiel,41.2,-8.2833,Portugal,283.15,8.0,100.0,0.6
6146,Artvin,41.1822,41.8194,Turkey,285.15,58.0,20.0,4.12
1346,Linghai,41.1676,121.3558,China,269.92,76.0,0.0,1.92
15397,New Canaan,41.1593,-73.4992,United States,277.5,45.0,1.0,5.66
23936,Irvington,41.0349,-73.8661,United States,278.92,42.0,1.0,6.69
25687,Red Oak,41.0141,-95.2248,United States,289.05,47.0,1.0,9.26
6563,Bergenfield,40.9236,-73.9983,United States,277.85,42.0,1.0,5.14
5898,Teaneck,40.89,-74.0107,United States,277.91,42.0,1.0,5.14
24807,Ross Township,40.8772,-75.3607,United States,275.52,38.0,90.0,4.12
25573,Bangor,40.8678,-75.2085,United States,280.71,93.0,75.0,3.6
6489,Nutley,40.8192,-74.1571,United States,278.42,42.0,1.0,5.14
16047,Ronkonkoma,40.804,-73.1258,United States,277.67,48.0,20.0,4.12
10116,Mansfield,40.7656,-82.5275,United States,278.87,95.0,100.0,3.13
15453,Qorasuv,40.7222,72.8872,Uzbekistan,275.81,69.0,2.0,4.0
13274,Westfield,40.6515,-74.3433,United States,276.48,56.0,20.0,5.66
14678,Allison Park,40.573,-79.9603,United States,275.75,45.0,97.0,0.89
2037,Çorum,40.5489,34.9533,Turkey,279.35,71.0,0.0,2.75
4564,Edison,40.536,-74.3697,United States,278.07,48.0,1.0,6.17
13088,Ross Township,40.5256,-80.0243,United States,275.52,38.0,90.0,4.12
25037,Findlay,40.4782,-80.2811,United States,273.75,60.0,75.0,6.17
22056,Kennedy,40.4767,-80.1028,United States,284.9,47.0,1.0,2.06
21739,North Londonderry,40.3227,-76.5867,United States,274.66,55.0,75.0,5.66
12162,Eagle Mountain,40.3137,-112.0114,United States,274.11,48.0,73.0,3.13
22589,Palmyra,40.31,-76.5945,United States,285.32,80.0,100.0,8.02
19426,Coshocton,40.2618,-81.848,United States,275.08,54.0,100.0,3.39
1367,Provo,40.2457,-111.6457,United States,274.53,69.0,75.0,2.57
24613,Trooper,40.1489,-75.3995,United States,277.79,42.0,1.0,3.6
20433,Qiziltepa,40.0319,64.8492,Uzbekistan,277.14,87.0,96.0,4.12
25469,Savannah,39.9391,-94.8279,United States,287.13,31.0,1.0,5.14
8250,Clifton Heights,39.9301,-75.2958,United States,278.17,39.0,20.0,4.12
1175,Hamhŭng,39.9167,127.5333,"Korea, North",268.19,87.0,1.0,1.99
3973,Arvada,39.8321,-105.1511,United States,276.63,22.0,40.0,9.77
22227,Logan,39.5386,-82.4063,United States,273.42,59.0,90.0,1.54
16800,Fallon,39.4738,-118.778,United States,277.89,45.0,40.0,2.06
23176,Northgate,39.2531,-84.5943,United States,275.92,52.0,90.0,2.06
15405,Arbutus,39.2428,-76.6922,United States,280.54,31.0,20.0,4.12
17038,Purcellville,39.1378,-77.7109,United States,280.7,31.0,1.0,1.54
25408,Turpin Hills,39.1063,-84.3703,United States,276.0,56.0,90.0,4.63
14828,Prairie Village,38.9874,-94.6361,United States,274.02,64.0,40.0,10.8
17732,Glenn Dale,38.9833,-76.804,United States,280.81,19.0,1.0,3.09
2909,Amadora,38.75,-9.2333,Portugal,285.24,93.0,20.0,2.06
2981,Almada,38.6803,-9.1583,Portugal,285.08,93.0,20.0,2.06
12320,Oakville,38.4472,-90.3199,United States,275.67,55.0,35.0,3.09
22971,Mértola,37.6333,-7.65,Portugal,285.17,93.0,40.0,2.06
4669,Şırnak,37.5164,42.4611,Turkey,278.14,68.0,100.0,2.52
118,Dezhou,37.4513,116.3105,China,277.13,65.0,93.0,4.35
12292,Tsubata,36.6686,136.7283,Japan,273.85,93.0,75.0,2.57
239,Jinan,36.6667,116.9833,China,282.04,40.0,100.0,1.34
3853,Guelma,36.466,7.428,Algeria,291.15,52.0,0.0,1.54
23593,Millersville,36.3968,-86.7111,United States,277.61,42.0,1.0,3.6
20649,Roxboro,36.3879,-78.9812,United States,283.69,22.0,1.0,2.57
2288,North Las Vegas,36.288,-115.0901,United States,286.72,19.0,1.0,7.2
16633,Lindsay,36.2082,-119.0897,United States,283.46,76.0,20.0,1.54
18095,Avenal,36.0311,-120.1162,United States,285.67,58.0,20.0,5.14
13241,Maryville,35.7468,-83.9789,United States,275.73,64.0,90.0,0.64
20271,Waynesville,35.4854,-82.9995,United States,278.73,13.0,100.0,3.13
6908,Kitagata,35.4369,136.6861,Japan,278.15,70.0,75.0,4.12
54,Jining,35.4,116.5667,China,278.35,61.0,100.0,3.93
10968,Arroyo Grande,35.1241,-120.5845,United States,289.38,34.0,1.0,5.14
20771,Winslow,35.0253,-110.7098,United States,283.92,30.0,1.0,4.12
14539,Gōtsuchō,34.9809,132.2949,Japan,277.15,70.0,85.0,2.0
3571,Santa Maria,34.9334,-120.4432,United States,300.15,65.0,75.0,3.6
12733,Greer,34.9313,-82.2315,United States,282.17,23.0,1.0,3.6
10567,Ar Rastan,34.9167,36.7333,Syria,285.41,72.0,100.0,2.49
24035,Piedmont,34.7074,-82.4651,United States,286.71,62.0,20.0,4.12
2191,Djelfa,34.6667,3.25,Algeria,285.23,41.0,8.0,9.15
6724,Kanmaki,34.5628,135.7167,Japan,274.24,80.0,20.0,2.06
20735,Helena-West Helena,34.5314,-90.6201,United States,286.65,82.0,100.0,5.66
130,Weinan,34.4996,109.4684,China,277.54,41.0,86.0,4.0
14219,Takehara,34.3417,132.9069,Japan,274.92,69.0,20.0,2.57
11090,Sakaidechō,34.3164,133.8606,Japan,270.93,92.0,26.0,0.89
73,Xi’an,34.2667,108.9,China,276.63,41.0,81.0,4.0
4626,Sidi Slimane,34.26,-5.93,Morocco,285.15,94.0,40.0,3.09
23191,Ladera Heights,33.9972,-118.374,United States,289.47,63.0,20.0,1.54
4254,Downey,33.9379,-118.1312,United States,290.1,55.0,1.0,2.06
18463,Lilburn,33.8887,-84.1379,United States,283.65,32.0,75.0,3.09
16596,North Myrtle Beach,33.823,-78.7089,United States,282.31,49.0,1.0,3.6
16333,Tsuiki,33.6561,131.0561,Japan,278.15,75.0,20.0,2.06
9488,South Fulton,33.6269,-84.5802,United States,280.8,81.0,90.0,5.66
304,Longba,33.535,105.349,China,274.21,75.0,34.0,1.4
425,Damascus,33.5131,36.2919,Syria,284.82,77.0,100.0,0.89
21939,Thomson,33.4666,-82.4992,United States,286.17,21.0,1.0,4.12
23499,Lovejoy,33.4426,-84.3176,United States,285.44,30.0,1.0,3.6
9902,Buckeye,33.4314,-112.6429,United States,295.27,27.0,0.0,0.89
2953,El Oued,33.3704,6.86,Algeria,292.15,30.0,0.0,2.06
17472,Tsukawaki,33.2833,131.1514,Japan,269.82,83.0,57.0,1.24
17879,Princeton,33.1778,-96.5044,United States,295.08,2.0,20.0,3.6
21039,Fairview,33.1399,-96.6116,United States,278.17,45.0,1.0,5.14
18167,Azle,32.8955,-97.5379,United States,288.54,39.0,40.0,8.23
5314,La Mesa,32.7703,-117.0204,United States,289.64,59.0,40.0,3.78
16061,Kilgore,32.3979,-94.8603,United States,295.89,53.0,75.0,5.66
13922,Natchez,31.5437,-91.3867,United States,292.67,64.0,90.0,7.2
15636,Rio Rico,31.4957,-110.9886,United States,294.23,19.0,1.0,6.17
22676,Diamondhead,30.3791,-89.3708,United States,293.25,53.0,75.0,7.72
3763,Lucheng,30.05,101.9667,China,279.85,93.0,100.0,1.0
20937,Harahan,29.9374,-90.203,United States,294.65,46.0,75.0,6.69
1130,Wuxue,29.8518,115.5539,China,282.47,92.0,100.0,0.52
18089,Belle Chasse,29.8472,-90.0069,United States,294.4,60.0,75.0,7.72
22737,Keystone Heights,29.7812,-82.034,United States,292.08,13.0,1.0,4.12
7161,Madera,29.19,-108.1414,Mexico,284.21,67.0,0.0,1.79
1032,Guli,28.9008,120.0284,China,281.61,83.0,51.0,0.53
4417,Kandhkot,28.4,69.3,Pakistan,285.15,71.0,0.0,2.72
20133,Fuller Heights,27.9226,-81.9978,United States,293.4,19.0,1.0,2.06
15484,Fish Hawk,27.8511,-82.2164,United States,293.24,19.0,1.0,2.06
15329,Alice,27.7556,-98.0653,United States,303.04,45.0,1.0,3.6
11491,Fort Pierce,27.4256,-80.3431,United States,292.68,34.0,1.0,5.66
22360,Santa María del Oro,25.9333,-105.3667,Mexico,300.73,13.0,48.0,4.22
5294,Fountainebleau,25.7723,-80.3458,United States,294.84,49.0,75.0,4.63
6013,Richmond West,25.6105,-80.4297,United States,294.88,40.0,1.0,4.12
4351,Douliu,23.7075,120.5439,Taiwan,289.3,53.0,0.0,1.16
1204,Al Ḩillah,23.4895,46.7564,Saudi Arabia,289.15,59.0,75.0,7.2
2332,Jessore,23.1704,89.2,Bangladesh,289.26,44.0,0.0,1.8
12644,San Antonio de los Baños,22.8889,-82.4989,Cuba,298.92,29.0,20.0,2.06
5399,Zouerate,22.7344,-12.4725,Mauritania,292.54,34.0,35.0,6.15
5841,Cao Bằng,22.6731,106.25,Vietnam,287.95,89.0,2.0,1.12
5154,Altamira,22.3375,-97.8694,Mexico,305.15,58.0,40.0,3.09
438,Mecca,21.4225,39.8261,Saudi Arabia,295.59,80.0,43.0,3.45
4166,San Francisco del Rincón,21.0228,-101.86,Mexico,300.15,19.0,1.0,2.06
8105,Teabo,20.3997,-89.2844,Mexico,302.71,32.0,0.0,2.54
2355,San Juan del Río,20.3833,-99.9833,Mexico,299.15,15.0,1.0,5.14
5282,Temascalcingo,19.9147,-100.0036,Mexico,299.26,35.0,0.0,4.92
1393,Port Sudan,19.6158,37.2164,Sudan,297.47,59.0,80.0,7.8
7279,Phrae,18.1436,100.1417,Thailand,295.37,58.0,0.0,0.12
26426,Mirbāţ,16.9924,54.6918,Oman,296.15,68.0,40.0,3.37
19192,Panajachel,14.7361,-91.1558,Guatemala,292.73,56.0,0.0,4.12
2515,Rufisque,14.7167,-17.2667,Senegal,292.15,82.0,0.0,8.23
18052,Talanga,14.4,-87.0833,Honduras,298.44,50.0,20.0,4.12
16182,Nguigmi,14.2532,13.1108,Niger,294.44,24.0,0.0,6.42
7322,Nakhon Nayok,14.2031,101.215,Thailand,296.32,84.0,11.0,1.31
3012,Tanauan,14.0833,121.15,Philippines,298.65,73.0,20.0,1.03
11707,San Lorenzo,13.3667,-87.2667,Honduras,302.15,51.0,40.0,7.72
6973,Ati,13.2139,18.3403,Chad,296.05,20.0,0.0,6.46
2334,Tuy Hòa,13.0875,109.3106,Vietnam,294.89,88.0,90.0,3.66
17678,Kouroussa,10.653,-9.892,Guinea,300.13,16.0,87.0,1.52
14988,San Jacinto,9.8311,-75.1219,Colombia,288.89,55.0,0.0,1.27
9671,Cantaura,9.3005,-64.3564,Venezuela,304.84,45.0,53.0,5.13
17175,Kérouané,9.2704,-9.02,Guinea,298.98,22.0,32.0,0.17
13101,Thung Song,8.1645,99.6804,Thailand,295.26,92.0,99.0,1.99
1008,San Cristóbal,7.7682,-72.2322,Venezuela,304.15,51.0,40.0,5.66
8620,Kurunegala,7.4833,80.3667,Sri Lanka,296.15,88.0,0.0,3.6
728,Cotonou,6.4,2.52,Benin,303.15,84.0,40.0,5.66
9164,Fort Wellington,6.3909,-57.6038,Guyana,299.68,75.0,7.0,6.72
62,Onitsha,6.1667,6.7833,Nigeria,302.66,24.0,0.0,2.75
1382,Kota Bharu,6.1333,102.25,Malaysia,298.15,88.0,20.0,1.52
6451,Linden,6.0,-58.3,Guyana,301.15,74.0,75.0,8.23
3129,Tuluá,4.0904,-76.21,Colombia,299.02,40.0,40.0,3.09
12634,Túquerres,1.09,-77.6199,Colombia,288.15,67.0,75.0,5.14
9009,Sembabule,-0.0772,31.4567,Uganda,291.75,87.0,46.0,3.23
8885,Bukomansimbi,-0.1578,31.6042,Uganda,292.44,80.0,15.0,3.64
3833,Payakumbuh,-0.2244,100.6325,Indonesia,294.28,90.0,94.0,0.4
4998,Kismaayo,-0.3603,42.5489,Somalia,297.97,82.0,0.0,6.58
8663,Lyantonde,-0.4031,31.1572,Uganda,292.15,81.0,40.0,1.65
998,Samarinda,-0.5022,117.1536,Indonesia,295.92,97.0,97.0,0.35
6692,Lambaréné,-0.6883,10.2319,Gabon,298.92,86.0,100.0,0.32
8269,Puerto Baquerizo Moreno,-0.9025,-89.6092,Ecuador,302.15,79.0,20.0,6.17
26523,Rocafuerte,-0.9329,-75.4,Peru,300.15,89.0,75.0,3.09
25935,Puerto Villamil,-0.9333,-91.0167,Ecuador,300.15,71.0,42.0,4.84
877,Padang,-0.9556,100.3606,Indonesia,298.15,88.0,40.0,0.51
22728,Píllaro,-1.1667,-78.5333,Ecuador,291.93,52.0,75.0,4.12
13386,Balzar,-1.36,-79.9,Ecuador,300.27,83.0,97.0,2.25
4074,Machakos,-1.5167,37.2667,Kenya,287.82,86.0,0.0,1.22
15226,Gamboma,-1.8795,15.85,Congo (Brazzaville),297.64,85.0,100.0,0.74
6380,Portel,-1.95,-50.82,Brazil,303.07,60.0,98.0,1.79
11235,Muhanga,-2.0783,29.7581,Rwanda,292.09,88.0,40.0,2.06
3848,Pangkalpinang,-2.1,106.1,Indonesia,297.4,88.0,76.0,3.34
16179,Yaguachi Nuevo,-2.12,-79.69,Ecuador,300.62,78.0,75.0,2.57
13399,Naranjito,-2.1667,-79.4653,Ecuador,300.62,78.0,75.0,2.57
5513,Cametá,-2.2396,-49.51,Brazil,300.75,79.0,89.0,3.51
12573,Biharamulo,-2.6296,31.31,Tanzania,289.93,93.0,79.0,1.48
26079,Gamba,-2.65,10.0,Gabon,299.51,85.0,99.0,1.33
11701,Rantepao,-2.969,119.9,Indonesia,292.42,86.0,98.0,1.14
7834,Karuzi,-3.1,30.163,Burundi,290.15,89.0,100.0,0.95
6409,Granja,-3.1195,-40.84,Brazil,301.29,61.0,87.0,3.36
11025,Pasaje,-3.3269,-79.8049,Ecuador,303.15,58.0,90.0,5.14
11651,Nabire,-3.3515,135.5134,Indonesia,297.5,86.0,100.0,1.12
1580,Arusha,-3.3667,36.6833,Tanzania,292.15,72.0,0.0,1.37
5916,Maués,-3.3896,-57.72,Brazil,303.68,71.0,90.0,0.37
2844,Prabumulih,-3.4328,104.2356,Indonesia,295.23,98.0,100.0,1.69
5068,Santa Inês,-3.6667,-45.38,Brazil,300.03,86.0,68.0,1.51
22913,Rabaul,-4.1981,152.1681,Papua New Guinea,300.25,75.0,100.0,1.36
6763,Barras,-4.25,-42.3,Brazil,302.03,61.0,84.0,2.53
6663,Baturité,-4.3296,-38.88,Brazil,299.68,63.0,3.0,2.48
11311,Bulungu,-4.5496,18.6,Congo (Kinshasa),295.49,91.0,35.0,0.3
4484,Talara,-4.5833,-81.2667,Peru,301.15,57.0,75.0,5.66
5744,Russas,-4.9403,-37.9758,Brazil,301.77,60.0,93.0,5.28
5329,Crateús,-5.1783,-40.6775,Brazil,303.59,41.0,97.0,0.55
11714,Lubao,-5.3896,25.75,Congo (Kinshasa),297.15,78.0,40.0,2.06
609,Bandar Lampung,-5.4294,105.2625,Indonesia,296.36,93.0,100.0,3.18
1269,Cabinda,-5.55,12.2,Angola,300.3,86.0,100.0,4.05
